name,x_min,y_min,x_max,y_max
201711070000000888005.jpg,143,23,437,65
201711070000000889005.jpg,123,20,666,78
201711070000000890005.jpg,130,20,297,70
201711070000000891005.jpg,131,11,272,70
201711070000000892005.jpg,128,10,642,71
201711070000000893005.jpg,165,18,345,70
201711070000000894005.jpg,187,21,282,70
201711070000000895005.jpg,130,25,318,80
201711070000000896005.jpg,146,13,621,76
201711070000000897005.jpg,148,41,277,91
201711070000000899005.jpg,145,20,514,75
201711070000000900005.jpg,125,23,485,78
201711070000000901005.jpg,168,35,450,81
201711070000000902005.jpg,719,28,773,76
201711070000000902005.jpg,145,16,384,71
201711070000000903005.jpg,131,28,228,76
201711070000000904005.jpg,126,25,344,75
201711070000000905005.jpg,131,25,379,75
201711070000000906005.jpg,121,11,262,70
201711070000000907005.jpg,123,20,474,75
201711070000000908005.jpg,126,15,424,68
201711070000000909005.jpg,146,8,389,60
201711070000000910005.jpg,130,13,465,73
201711070000000911005.jpg,123,18,280,73
201711070000000914005.jpg,131,25,278,78
201711070000000920005.jpg,126,21,445,68
201711070000000921005.jpg,170,20,337,71
201711070000000923005.jpg,126,21,365,68
201711070000000924005.jpg,125,21,364,70
201711070000000925005.jpg,185,23,240,70
201711070000000926005.jpg,125,20,323,71
201711070000000927005.jpg,128,18,293,63
201711070000000928005.jpg,126,23,445,68
201711070000000929005.jpg,126,21,340,66
201711070000000930005.jpg,163,20,422,66
201711070000000931005.jpg,127,26,554,57
201711070000000932005.jpg,126,23,529,68
201711070000000933005.jpg,125,25,232,71
201711070000000934005.jpg,228,20,552,68
201711070000000936005.jpg,126,21,554,66
201711070000000937005.jpg,128,21,422,68
201711070000000938005.jpg,168,18,385,71
201711070000000939005.jpg,127,26,554,57
201711070000000940005.jpg,143,20,445,65
201711070000000940005.jpg,617,16,684,50
201711070000000941005.jpg,143,25,450,71
201711070000000944005.jpg,126,15,532,76
201711070000000945005.jpg,125,30,344,76
201711070000000946005.jpg,125,18,494,78
201711070000000947005.jpg,123,31,344,78
201711070000000948005.jpg,126,30,322,78
201711070000000949005.jpg,130,13,512,73
201711070000000950005.jpg,125,31,344,78
201711070000000951005.jpg,131,10,507,68
201711070000000954005.jpg,143,26,237,73
201711070000000955005.jpg,153,8,377,65
201711070000000956005.jpg,123,20,389,73
201711070000000957005.jpg,123,20,367,73
201711070000000958005.jpg,151,15,614,73
201711070000000959005.jpg,126,16,365,68
201711070000000960005.jpg,125,16,622,76
201711070000000961005.jpg,123,13,407,66
201711070000000962005.jpg,126,20,344,76
201711070000000963005.jpg,106,23,387,75
201711070000000964005.jpg,151,25,405,73
201711070000000965005.jpg,126,18,297,70
201711070000000966005.jpg,128,20,280,80
201711070000000967005.jpg,163,15,395,56
201711070000000969005.jpg,126,18,323,81
201711070000000970005.jpg,126,21,536,78
201711070000000971005.jpg,155,20,507,66
201711070000000972001.jpg,123,26,430,81
201711070000000973005.jpg,126,20,293,71
201711070000000974005.jpg,128,20,497,86
201711070000000975005.jpg,128,16,492,70
201711070000000976005.jpg,126,20,579,76
201711070000000977001.jpg,128,23,407,71
201711070000000979001.jpg,130,15,556,75
201711070000000984001.jpg,125,8,641,70
201711070000001034001.jpg,125,20,237,71
201711070000001038005.jpg,125,20,237,70
201711070000001039005.jpg,125,18,409,75
201711070000001041005.jpg,128,18,277,75
201711070000001041005.jpg,571,21,688,88
201711070000001042005.jpg,125,16,367,71
201711070000001043005.jpg,148,31,387,80
201711070000001044001.jpg,126,23,364,81
201711070000001070005.jpg,125,10,367,71
201711070000001072005.jpg,165,21,409,76
201711070000001078005.jpg,123,31,367,85
201711070000001081001.jpg,123,20,278,76
201711070000001103005.jpg,131,15,572,73
201711070000001104005.jpg,131,15,572,71
201711070000001108005.jpg,127,26,554,57
201711070000001109005.jpg,126,18,400,70
201711070000001110005.jpg,133,15,464,75
201711070000001111005.jpg,125,21,237,71
201711070000001113005.jpg,131,18,467,73
201711070000001114001.jpg,126,16,494,85
201711070000001115005.jpg,128,15,571,75
201711070000001116001.jpg,126,21,599,78
201711070000001121005.jpg,145,18,514,78
201711070000001125005.jpg,126,18,385,73
201711070000001126005.jpg,190,13,516,71
201711070000001131001.jpg,111,20,340,78
201711070000001132005.jpg,146,21,557,66
201711070000001140005.jpg,146,13,385,76
201711070000001166001.jpg,123,28,253,85
201711070000001178005.jpg,151,16,721,76
201711070000001180001.jpg,125,13,422,75
201711070000001214005.jpg,135,28,454,76
201711070000001216005.jpg,130,20,514,76
201711070000001217005.jpg,123,21,452,71
201711070000001218005.jpg,130,21,552,71
201711070000001219005.jpg,131,20,507,73
201711070000001220005.jpg,185,30,389,78
201711070000001221005.jpg,125,25,621,81
201711070000001222005.jpg,143,18,280,78
201711070000001223005.jpg,145,20,452,75
201711070000001224005.jpg,143,18,452,66
201711070000001225005.jpg,187,21,367,75
201711070000001226005.jpg,121,26,409,76
201711070000001227005.jpg,125,23,235,71
201711070000001228005.jpg,213,20,402,75
201711070000001229005.jpg,128,21,322,75
201711070000001232005.jpg,123,23,217,73
201711070000001233005.jpg,126,15,385,71
201711070000001234005.jpg,130,21,507,75
201711070000001235005.jpg,130,15,295,75
201711070000001236005.jpg,131,15,450,73
201711070000001238005.jpg,105,20,510,76
201711070000001239005.jpg,125,16,295,71
201711070000001240005.jpg,127,26,554,57
201711070000001241005.jpg,106,28,449,81
201711070000001242005.jpg,133,25,377,73
201711070000001243005.jpg,108,20,485,75
201711070000001244005.jpg,128,21,427,75
201711070000001246005.jpg,126,18,532,68
201711070000001247005.jpg,127,26,554,57
201711070000001249005.jpg,126,25,344,75
201711070000001250005.jpg,148,16,429,73
201711070000001251005.jpg,165,16,325,68
201711070000001252005.jpg,126,18,594,76
201711070000001253005.jpg,123,18,450,70
201711070000001257005.jpg,125,23,258,71
201711070000001258005.jpg,126,18,427,71
201711070000001259005.jpg,131,23,485,75
201711070000001260005.jpg,126,15,337,76
201711070000001261005.jpg,121,18,238,71
201711070000001263005.jpg,126,23,472,75
201711070000001264005.jpg,126,23,409,68
201711070000001265005.jpg,123,18,452,75
201711070000001266005.jpg,166,16,534,63
201711070000000830005.jpg,127,26,554,57
201711070000000847005.jpg,148,21,302,73
201711070000000862005.jpg,146,26,450,76
201711070000000879005.jpg,113,20,484,75
201711070000000898005.jpg,151,23,337,76
201711070000000919005.jpg,125,21,280,68
201711070000000935005.jpg,571,16,667,60
201711070000000935005.jpg,126,18,424,66
201711070000000953005.jpg,146,16,427,71
201711070000000968005.jpg,168,13,445,58
201711070000001040005.jpg,145,25,559,68
201711070000001112005.jpg,126,20,664,78
201711070000001215005.jpg,110,11,450,76
201711070000001231005.jpg,131,16,490,75
201711070000000261005.jpg,110,28,360,78
201711070000000554005.jpg,123,13,432,73
201711070000000554005.jpg,616,18,748,78
201711070000000809005.jpg,123,23,345,73
201711070000001248005.jpg,128,25,237,73
201711070000001791005.jpg,116,33,247,66
201711070000002337005.jpg,128,28,400,78
201711070000003369005.jpg,141,11,681,95
201711070000005183001.jpg,111,15,400,78
201711070000006948005.jpg,123,10,382,68
201711070000008538005.jpg,143,38,389,80
201711070000001268005.jpg,125,20,424,75
201711070000001269005.jpg,106,16,344,76
201711070000001270005.jpg,130,21,297,71
201711070000001271005.jpg,127,26,554,57
201711070000001272005.jpg,125,15,237,66
201711070000001273005.jpg,166,25,405,73
201711070000001274005.jpg,123,18,494,73
201711070000001275005.jpg,128,16,400,70
201711070000001276005.jpg,125,15,318,66
201711070000001277005.jpg,126,18,422,70
201711070000001278005.jpg,126,20,257,70
201711070000001278005.jpg,657,18,771,65
201711070000001279005.jpg,125,18,342,68
201711070000001280005.jpg,125,16,474,71
201711070000001281005.jpg,126,13,424,70
201711070000001283005.jpg,130,18,404,71
201711070000001284005.jpg,133,21,248,71
201711070000001285005.jpg,131,20,335,71
201711070000001286005.jpg,123,15,389,66
201711070000001287005.jpg,125,20,344,68
201711070000001288005.jpg,125,26,153,71
201711070000001289005.jpg,125,18,425,68
201711070000001290005.jpg,126,13,295,73
201711070000001291005.jpg,145,18,318,75
201711070000001292005.jpg,123,16,342,68
201711070000001293005.jpg,125,15,574,78
201711070000001300005.jpg,131,16,592,73
201711070000001305005.jpg,150,18,427,73
201711070000001306005.jpg,130,18,278,70
201711070000001306005.jpg,631,23,666,88
201711070000001308005.jpg,131,18,425,73
201711070000001309005.jpg,130,16,465,73
201711070000001310005.jpg,123,21,345,75
201711070000001312005.jpg,128,15,322,70
201711070000001315005.jpg,130,20,379,73
201711070000001315005.jpg,612,21,689,60
201711070000001316005.jpg,677,20,731,81
201711070000001316005.jpg,126,16,365,70
201711070000001317005.jpg,125,25,450,80
201711070000001318005.jpg,110,11,359,71
201711070000001319001.jpg,110,20,402,71
201711070000001320005.jpg,145,21,387,75
201711070000001321005.jpg,126,20,450,73
201711070000001324005.jpg,123,16,642,76
201711070000001325005.jpg,130,21,295,73
201711070000001331005.jpg,168,20,338,73
201711070000001334005.jpg,121,21,238,68
201711070000001335005.jpg,128,18,449,73
201711070000001336005.jpg,125,18,404,71
201711070000001338005.jpg,121,13,602,75
201711070000001339005.jpg,125,15,682,73
201711070000001341005.jpg,131,23,318,71
201711070000001342005.jpg,125,18,452,75
201711070000001343005.jpg,131,13,407,73
201711070000001344005.jpg,110,18,298,71
201711070000001345005.jpg,123,20,644,78
201711070000001347005.jpg,148,26,277,78
201711070000001348005.jpg,128,21,344,78
201711070000001352001.jpg,130,20,509,80
201711070000001357001.jpg,123,21,450,86
201711070000001377005.jpg,128,16,445,80
201711070000001378005.jpg,130,13,534,76
201711070000001379005.jpg,123,16,344,80
201711070000001380001.jpg,126,16,472,80
201711070000001386005.jpg,146,21,552,76
201711070000001393001.jpg,125,23,537,91
201711070000001396005.jpg,145,25,367,76
201711070000001402005.jpg,150,26,748,80
201711070000001403005.jpg,128,21,492,83
201711070000001404005.jpg,125,18,237,71
201711070000001406005.jpg,128,15,425,76
201711070000001407005.jpg,130,18,404,78
201711070000001408005.jpg,128,16,592,80
201711070000001425005.jpg,130,18,706,76
201711070000001429005.jpg,128,18,621,76
201711070000001430005.jpg,130,18,549,75
201711070000001431005.jpg,130,18,532,75
201711070000001432005.jpg,126,23,601,80
201711070000001433005.jpg,130,21,404,78
201711070000001444005.jpg,146,13,766,75
201711070000001445005.jpg,128,15,407,71
201711070000001446005.jpg,133,20,420,80
201711070000001455005.jpg,130,21,322,65
201711070000001456005.jpg,135,33,183,65
201711070000001457005.jpg,126,23,743,83
201711070000001458005.jpg,121,20,365,78
201711070000001459005.jpg,126,20,706,81
201711070000001460005.jpg,113,23,549,78
201711070000001463005.jpg,158,13,495,103
201711070000001464005.jpg,146,13,679,76
201711070000001465005.jpg,131,23,514,68
201711070000001466005.jpg,125,11,552,76
201711070000001467005.jpg,133,20,400,63
201711070000001468005.jpg,125,11,425,70
201711070000001469005.jpg,123,15,472,71
201711070000001470005.jpg,128,11,380,75
201711070000001477005.jpg,130,13,534,75
201711070000001478005.jpg,125,23,367,75
201711070000001479005.jpg,128,21,404,73
201711070000001520001.jpg,108,23,322,63
201711070000001563001.jpg,113,20,335,75
201711070000001573001.jpg,125,23,318,70
201711070000001581005.jpg,123,21,729,80
201711070000001592005.jpg,123,21,367,85
201711070000001593005.jpg,128,23,637,80
201711070000001596005.jpg,126,20,447,83
201711070000001597005.jpg,126,18,402,80
201711070000001598005.jpg,130,23,449,85
201711070000001599005.jpg,133,23,313,80
201711070000001600005.jpg,130,21,617,76
201711070000001601005.jpg,126,16,429,75
201711070000001602005.jpg,130,20,429,75
201711070000001603005.jpg,121,20,474,86
201711070000001604005.jpg,128,20,637,76
201711070000001605005.jpg,125,23,494,81
201711070000001606005.jpg,130,20,387,78
201711070000001608005.jpg,101,15,347,98
201711070000001609001.jpg,143,15,452,73
201711070000001610005.jpg,125,20,531,81
201711070000001611005.jpg,123,16,581,85
201711070000001620005.jpg,110,21,364,75
201711070000001621001.jpg,126,6,662,76
201711070000001629005.jpg,143,21,278,80
201711070000001638001.jpg,113,25,365,65
201711070000001639005.jpg,131,20,534,76
201711070000001640005.jpg,150,21,365,68
201711070000001641005.jpg,150,21,320,66
201711070000001642005.jpg,155,21,420,71
201711070000001644005.jpg,151,23,252,66
201711070000001645005.jpg,131,23,507,80
201711070000001647005.jpg,123,28,278,83
201711070000001649005.jpg,131,20,574,80
201711070000001651005.jpg,145,15,322,78
201711070000001652005.jpg,126,16,322,70
201711070000001653005.jpg,145,20,576,78
201711070000001654005.jpg,135,25,484,80
201711070000001655005.jpg,126,20,536,76
201711070000001656005.jpg,123,20,260,68
201711070000001657005.jpg,130,11,277,76
201711070000001658005.jpg,128,16,469,76
201711070000001659005.jpg,148,20,430,68
201711070000001660005.jpg,130,21,273,70
201711070000001662005.jpg,145,15,642,73
201711070000001683001.jpg,145,15,686,66
201711070000001714005.jpg,128,18,661,78
201711070000001715005.jpg,130,15,380,68
201711070000001716005.jpg,128,20,485,75
201711070000001717005.jpg,126,21,469,70
201711070000001718005.jpg,148,21,516,75
201711070000001719005.jpg,123,16,450,71
201711070000001720005.jpg,125,20,537,68
201711070000001726005.jpg,123,15,447,73
201711070000001727005.jpg,133,18,250,65
201711070000001728005.jpg,123,21,302,73
201711070000001729005.jpg,125,20,387,73
201711070000001730005.jpg,123,21,365,73
201711070000001731005.jpg,123,18,367,66
201711070000001732005.jpg,133,18,634,76
201711070000001736005.jpg,121,10,367,70
201711070000001737005.jpg,145,16,385,68
201711070000001738005.jpg,125,16,425,71
201711070000001741001.jpg,110,23,449,65
201711070000001742005.jpg,125,20,559,76
201711070000001744005.jpg,125,15,746,76
201711070000001745005.jpg,128,21,384,76
201711070000001746005.jpg,128,21,258,76
201711070000001747005.jpg,141,10,561,65
201711070000001755005.jpg,125,15,529,73
201711070000001759005.jpg,126,30,364,73
201711070000001760005.jpg,125,18,402,71
201711070000001761005.jpg,126,20,365,71
201711070000001763005.jpg,123,20,303,73
201711070000001765005.jpg,126,16,510,76
201711070000001766005.jpg,125,23,404,75
201711070000001767005.jpg,131,15,684,76
201711070000001769005.jpg,125,20,277,76
201711070000001772005.jpg,130,15,507,75
201711070000001773005.jpg,105,20,385,75
201711070000001774005.jpg,143,13,537,73
201711070000001775005.jpg,126,13,342,73
201711070000001776005.jpg,145,20,516,76
201711070000001778005.jpg,151,26,402,78
201711070000001779005.jpg,146,21,452,75
201711070000001780005.jpg,130,16,313,76
201711070000001781005.jpg,123,21,302,76
201711070000001782005.jpg,150,20,337,73
201711070000001798001.jpg,128,13,706,75
201711070000001805001.jpg,115,33,427,65
201711070000001822005.jpg,115,31,405,63
201711070000001832001.jpg,121,25,260,81
201711070000001838001.jpg,126,11,636,63
201711070000001842001.jpg,121,25,323,65
201711070000001889001.jpg,128,15,345,85
201711070000001891001.jpg,101,30,344,75
201711070000001896001.jpg,133,11,465,73
201711070000001899005.jpg,106,28,235,78
201711070000001908001.jpg,128,26,470,80
201711070000001914005.jpg,123,36,257,78
201711070000001936005.jpg,128,16,599,73
201711070000001938001.jpg,128,23,470,80
201711070000001267005.jpg,130,18,422,73
201711070000001282005.jpg,172,21,594,75
201711070000001307005.jpg,126,13,344,73
201711070000001333005.jpg,126,16,323,73
201711070000001367005.jpg,126,20,472,76
201711070000001426005.jpg,126,20,472,78
201711070000001462005.jpg,131,18,527,75
201711070000001577005.jpg,145,21,298,68
201711070000001607005.jpg,125,18,534,85
201711070000001646005.jpg,145,18,322,80
201711070000001709001.jpg,143,13,450,66
201711070000001733005.jpg,128,11,450,70
201711070000001764005.jpg,125,18,467,73
201711070000001985001.jpg,108,20,450,68
201711070000001991005.jpg,168,33,380,80
201711070000001992005.jpg,130,18,614,80
201711070000001993005.jpg,143,16,559,80
201711070000001994005.jpg,123,15,427,78
201711070000001995005.jpg,128,15,536,76
201711070000001997005.jpg,133,16,399,75
201711070000001998005.jpg,126,16,450,73
201711070000002000005.jpg,150,28,490,83
201711070000002002005.jpg,125,18,405,73
201711070000002003005.jpg,133,16,355,70
201711070000002005005.jpg,133,16,572,83
201711070000002006005.jpg,123,26,364,86
201711070000002008005.jpg,145,16,516,78
201711070000002010005.jpg,123,28,323,86
201711070000002011005.jpg,143,15,516,73
201711070000002012005.jpg,128,28,317,80
201711070000002013005.jpg,165,18,469,83
201711070000002014005.jpg,123,23,344,76
201711070000002015005.jpg,125,20,338,75
201711070000002016005.jpg,148,20,429,73
201711070000002017005.jpg,128,25,295,76
201711070000002018005.jpg,151,16,551,75
201711070000002019005.jpg,130,16,577,76
201711070000002020005.jpg,130,26,275,83
201711070000002021005.jpg,130,26,599,76
201711070000002027001.jpg,128,18,380,75
201711070000002042001.jpg,110,16,549,76
201711070000002061005.jpg,136,36,288,66
201711070000002062005.jpg,136,36,287,66
201711070000002063005.jpg,136,38,235,68
201711070000002064005.jpg,135,38,332,70
201711070000002065005.jpg,128,38,277,68
201711070000002066005.jpg,136,36,235,65
201711070000002068005.jpg,126,36,354,68
201711070000002069005.jpg,121,20,303,75
201711070000002070005.jpg,136,38,362,70
201711070000002071005.jpg,125,26,407,81
201711070000002072005.jpg,110,20,385,75
201711070000002073005.jpg,145,21,255,73
201711070000002074005.jpg,130,30,614,85
201711070000002075005.jpg,128,13,514,70
201711070000002077005.jpg,130,21,534,83
201711070000002078005.jpg,136,23,362,55
201711070000002079005.jpg,125,36,352,68
201711070000002080005.jpg,135,36,385,66
201711070000002081005.jpg,143,26,282,73
201711070000002082005.jpg,130,13,379,78
201711070000002083005.jpg,133,20,594,81
201711070000002084005.jpg,123,26,344,80
201711070000002085005.jpg,123,11,340,66
201711070000002086005.jpg,143,28,572,88
201711070000002087005.jpg,123,26,280,78
201711070000002088005.jpg,130,15,320,63
201711070000002089005.jpg,145,23,474,80
201711070000002091005.jpg,131,26,465,81
201711070000002093005.jpg,130,13,402,68
201711070000002094005.jpg,125,18,367,71
201711070000002095005.jpg,166,21,317,66
201711070000002096005.jpg,146,18,467,75
201711070000002097005.jpg,150,20,619,63
201711070000002098005.jpg,155,21,422,65
201711070000002099005.jpg,108,20,357,75
201711070000002100005.jpg,151,25,531,75
201711070000002101005.jpg,110,25,399,78
201711070000002102005.jpg,106,18,387,73
201711070000002103005.jpg,111,13,399,73
201711070000002104005.jpg,123,30,367,83
201711070000002106005.jpg,146,16,552,73
201711070000002107005.jpg,128,16,681,78
201711070000002109005.jpg,131,16,529,76
201711070000002110005.jpg,131,36,380,91
201711070000002111005.jpg,128,23,407,76
201711070000002112005.jpg,126,36,352,68
201711070000002113005.jpg,128,25,407,76
201711070000002114005.jpg,125,28,404,78
201711070000002115005.jpg,121,18,367,73
201711070000002116005.jpg,108,25,322,75
201711070000002117005.jpg,130,26,429,86
201711070000002119005.jpg,133,26,591,83
201711070000002120005.jpg,146,15,554,76
201711070000002121005.jpg,145,13,576,73
201711070000002122005.jpg,145,13,596,73
201711070000002124005.jpg,145,15,389,73
201711070000002126005.jpg,145,15,596,75
201711070000002128005.jpg,146,15,596,73
201711070000002129005.jpg,145,15,577,75
201711070000002130005.jpg,130,26,429,75
201711070000002132005.jpg,131,28,337,70
201711070000002133005.jpg,131,30,364,73
201711070000002134005.jpg,133,16,272,73
201711070000002135005.jpg,126,26,449,81
201711070000002136005.jpg,143,25,664,83
201711070000002137005.jpg,133,15,572,75
201711070000002138005.jpg,131,16,534,75
201711070000002139005.jpg,125,30,302,80
201711070000002140005.jpg,146,23,487,71
201711070000002141005.jpg,123,28,365,81
201711070000002144005.jpg,128,16,531,75
201711070000002147005.jpg,130,20,257,65
201711070000002160005.jpg,128,10,450,68
201711070000002161001.jpg,126,16,529,76
201711070000002165005.jpg,128,18,532,76
201711070000002171005.jpg,130,31,257,75
201711070000002172005.jpg,128,18,512,78
201711070000002173005.jpg,121,15,282,65
201711070000002180005.jpg,136,25,375,61
201711070000002181005.jpg,148,23,447,68
201711070000002183005.jpg,146,20,295,63
201711070000002184005.jpg,121,20,260,71
201711070000002185005.jpg,121,20,345,76
201711070000002186005.jpg,123,15,581,75
201711070000002189005.jpg,145,10,490,73
201711070000002190005.jpg,143,16,325,70
201711070000002198005.jpg,125,16,260,71
201711070000002199005.jpg,128,16,380,76
201711070000002200005.jpg,123,13,474,76
201711070000002201005.jpg,125,18,616,75
201711070000002212005.jpg,143,25,347,70
201711070000002214005.jpg,145,23,275,66
201711070000002220005.jpg,127,26,554,57
201711070000002221005.jpg,699,18,791,68
201711070000002221005.jpg,143,18,561,70
201711070000002222005.jpg,130,16,505,73
201711070000002227005.jpg,168,18,288,53
201711070000002228005.jpg,168,20,439,53
201711070000002229005.jpg,125,11,340,63
201711070000002234005.jpg,125,16,512,73
201711070000002235005.jpg,133,13,549,66
201711070000002236005.jpg,125,18,389,76
201711070000002238005.jpg,126,16,485,75
201711070000002240005.jpg,123,23,258,65
201711070000002241005.jpg,131,10,529,71
201711070000002242005.jpg,130,20,379,73
201711070000002243005.jpg,125,18,320,73
201711070000002249005.jpg,110,20,402,63
201711070000002250005.jpg,123,21,407,66
201711070000002251005.jpg,121,20,581,63
201711070000002252005.jpg,125,8,686,78
201711070000002253005.jpg,110,20,512,66
201711070000002254005.jpg,110,13,278,66
201711070000002256005.jpg,120,8,410,70
201711070000002257005.jpg,126,13,425,71
201711070000002258005.jpg,123,20,365,65
201711070000002259005.jpg,125,13,450,71
201711070000002260005.jpg,111,11,228,63
201711070000002261005.jpg,146,18,489,73
201711070000002262005.jpg,130,18,534,75
201711070000002263005.jpg,108,8,407,68
201711070000002264005.jpg,110,10,407,70
201711070000002266005.jpg,130,11,572,76
201711070000002267005.jpg,131,26,357,76
201711070000002268005.jpg,111,8,359,66
201711070000002269005.jpg,123,15,233,65
201711070000002270005.jpg,130,26,429,76
201711070000002281005.jpg,126,18,514,75
201711070000002283005.jpg,125,18,465,75
201711070000002284005.jpg,126,13,429,76
201711070000002285005.jpg,130,13,273,71
201711070000002286005.jpg,123,15,619,75
201711070000002292005.jpg,123,25,387,75
201711070000002293005.jpg,123,26,302,78
201711070000002294005.jpg,126,18,382,78
201711070000002295005.jpg,128,21,472,68
201711070000002302005.jpg,111,36,467,88
201711070000002304005.jpg,111,16,272,75
201711070000002306005.jpg,126,16,344,68
201711070000002307005.jpg,121,13,367,70
201711070000002308005.jpg,130,18,379,70
201711070000002310005.jpg,130,10,552,73
201711070000002311005.jpg,121,11,367,65
201711070000002312005.jpg,121,16,644,75
201711070000002313005.jpg,571,15,709,70
201711070000002313005.jpg,123,21,233,68
201711070000002314005.jpg,131,15,786,76
201711070000002315005.jpg,125,23,337,75
201711070000002316005.jpg,123,25,278,75
201711070000002317005.jpg,125,16,344,66
201711070000002318005.jpg,110,18,232,76
201711070000002324005.jpg,125,18,556,75
201711070000002333005.jpg,146,21,260,78
201711070000002334005.jpg,123,11,344,68
201711070000002335005.jpg,155,20,427,73
201711070000002336005.jpg,126,30,295,78
201711070000002338005.jpg,125,15,531,71
201711070000002339005.jpg,128,28,295,78
201711070000002340005.jpg,131,13,422,71
201711070000002341005.jpg,125,20,424,71
201711070000002342005.jpg,153,16,404,71
201711070000002343005.jpg,123,15,389,68
201711070000002344005.jpg,123,21,344,71
201711070000002345005.jpg,106,18,322,70
201711070000002347005.jpg,126,30,295,80
201711070000002348005.jpg,125,20,422,71
201711070000002349005.jpg,123,18,277,76
201711070000002350005.jpg,126,20,345,71
201711070000002351005.jpg,125,13,293,65
201711070000002352005.jpg,125,20,447,63
201711070000001972001.jpg,113,21,375,75
201711070000002009005.jpg,145,23,385,75
201711070000002051001.jpg,125,15,577,76
201711070000002076005.jpg,138,33,235,61
201711070000002092005.jpg,145,21,510,73
201711070000002108005.jpg,130,21,531,76
201711070000002125005.jpg,143,13,387,76
201711070000002142005.jpg,123,20,303,75
201711070000002187005.jpg,121,21,452,75
201711070000002233005.jpg,125,20,444,76
201711070000002255005.jpg,111,11,359,68
201711070000002271005.jpg,125,11,729,81
201711070000002309005.jpg,146,20,487,75
201711070000002354005.jpg,123,20,537,63
201711070000002355005.jpg,126,30,407,73
201711070000002356005.jpg,125,13,425,70
201711070000002361005.jpg,123,15,517,80
201711070000002367005.jpg,128,20,619,76
201711070000002371005.jpg,123,8,559,68
201711070000002373005.jpg,126,10,472,70
201711070000002375005.jpg,126,10,686,65
201711070000002376005.jpg,126,11,516,70
201711070000002377005.jpg,123,13,688,73
201711070000002378005.jpg,123,10,559,70
201711070000002386005.jpg,123,13,389,70
201711070000002387005.jpg,121,15,345,76
201711070000002388005.jpg,125,13,447,73
201711070000002390005.jpg,130,15,407,73
201711070000002395005.jpg,121,10,622,71
201711070000002417005.jpg,148,21,579,73
201711070000002421005.jpg,126,36,664,81
201711070000002422005.jpg,128,26,577,73
201711070000002423005.jpg,145,35,616,80
201711070000002424005.jpg,123,21,644,66
201711070000002437001.jpg,123,23,452,81
201711070000002446005.jpg,128,15,507,75
201711070000002448005.jpg,126,13,467,73
201711070000002449005.jpg,126,10,404,70
201711070000002451001.jpg,130,20,529,76
201711070000002455005.jpg,123,13,637,75
201711070000002456005.jpg,123,21,365,66
201711070000002460001.jpg,145,16,322,78
201711070000002463005.jpg,123,13,621,75
201711070000002465005.jpg,110,25,318,71
201711070000002466005.jpg,110,23,450,70
201711070000002471005.jpg,123,36,260,78
201711070000002486001.jpg,115,23,502,56
201711070000002489005.jpg,185,30,325,76
201711070000002494005.jpg,123,18,384,76
201711070000002496005.jpg,136,36,514,71
201711070000002534005.jpg,126,16,537,76
201711070000002540001.jpg,130,23,385,80
201711070000002547005.jpg,165,11,581,78
201711070000002548005.jpg,146,16,579,83
201711070000002549005.jpg,145,15,559,80
201711070000002563001.jpg,128,11,278,66
201711070000002573001.jpg,125,20,295,63
201711070000002576001.jpg,123,15,474,75
201711070000002581001.jpg,123,23,260,75
201711070000002582005.jpg,125,18,257,75
201711070000002615001.jpg,126,18,275,73
201711070000002622005.jpg,61,12,265,26
201711070000002652005.jpg,131,18,357,85
201711070000002657001.jpg,118,20,392,50
201711070000002669005.jpg,128,18,405,71
201711070000002674001.jpg,125,21,260,76
201711070000002677005.jpg,123,18,576,76
201711070000002691001.jpg,125,16,551,80
201711070000002713005.jpg,125,13,514,65
201711070000002726001.jpg,108,23,337,63
201711070000002729005.jpg,108,20,357,75
201711070000002747005.jpg,145,21,474,80
201711070000002751005.jpg,126,23,365,73
201711070000002754005.jpg,121,11,409,70
201711070000002756005.jpg,121,26,430,81
201711070000002760001.jpg,106,18,325,60
201711070000002799005.jpg,123,16,257,80
201711070000002807005.jpg,125,11,474,68
201711070000002808005.jpg,130,15,639,80
201711070000002809005.jpg,131,15,444,76
201711070000002810005.jpg,126,16,465,76
201711070000002811005.jpg,128,20,275,76
201711070000002812005.jpg,131,16,293,73
201711070000002864001.jpg,116,25,342,60
201711070000002882005.jpg,123,8,367,71
201711070000002901005.jpg,123,20,298,76
201711070000002907005.jpg,105,20,616,70
201711070000002927001.jpg,145,21,510,66
201711070000002931001.jpg,128,23,364,63
201711070000002947001.jpg,125,26,235,61
201711070000002948005.jpg,123,21,450,76
201711070000002949001.jpg,123,20,472,68
201711070000002964005.jpg,125,21,252,73
201711070000002980001.jpg,123,16,602,71
201711070000002985001.jpg,123,18,397,58
201711070000002993005.jpg,123,25,516,81
201711070000002994005.jpg,130,26,273,81
201711070000003024005.jpg,123,16,277,63
201711070000003042001.jpg,106,20,354,60
201711070000003052005.jpg,123,23,342,75
201711070000003061001.jpg,113,25,225,60
201711070000003081001.jpg,111,25,335,78
201711070000003083005.jpg,166,21,427,66
201711070000003086005.jpg,126,13,532,73
201711070000003088001.jpg,126,23,345,65
201711070000003089001.jpg,130,20,442,75
201711070000003092005.jpg,126,18,490,75
201711070000003095005.jpg,128,16,450,73
201711070000003097005.jpg,126,26,444,81
201711070000003111005.jpg,123,21,559,65
